CityCode,StateAbbr,StateDesc,CityName,DataSource,Category,Data_Value_Type,Data_Value,MeasureId,Short_Question_Text,LongMeasureName
C-377,OK,Oklahoma,Tulsa,BRFSS,Prevention,Crude prevalence,76,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-377,OK,Oklahoma,Tulsa,BRFSS,Prevention,Crude prevalence,81.9,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-377,OK,Oklahoma,Tulsa,BRFSS,Unhealthy Behaviors,Crude prevalence,12.8,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-377,OK,Oklahoma,Tulsa,BRFSS,Unhealthy Behaviors,Crude prevalence,19.3,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-377,OK,Oklahoma,Tulsa,BRFSS,Unhealthy Behaviors,Crude prevalence,30.2,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-377,OK,Oklahoma,Tulsa,BRFSS,Unhealthy Behaviors,Crude prevalence,30.3,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-377,OK,Oklahoma,Tulsa,BRFSS,Unhealthy Behaviors,Crude prevalence,33.9,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,21.2,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,24.5,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,5.8,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,9.6,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,4.7,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,4.9,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,7.3,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,33.5,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,2.4,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,11.7,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,10.1,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,2.4,STROKE,Stroke,Stroke among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Health Outcomes,Crude prevalence,11.6,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,10.8,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,69.5,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,62.3,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,72.1,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,66.1,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,33.5,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,31.2,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,68.8,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,75.9,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-378,OR,Oregon,Beaverton,BRFSS,Prevention,Crude prevalence,82,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-378,OR,Oregon,Beaverton,BRFSS,Unhealthy Behaviors,Crude prevalence,19,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Unhealthy Behaviors,Crude prevalence,14.7,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Unhealthy Behaviors,Crude prevalence,14.7,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Unhealthy Behaviors,Crude prevalence,28.5,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-378,OR,Oregon,Beaverton,BRFSS,Unhealthy Behaviors,Crude prevalence,31.3,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,23.9,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,24.5,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,6.6,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,9.7,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,5.5,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,5.7,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,7.5,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,33.2,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,2.6,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,11.9,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,10.5,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,2.6,STROKE,Stroke,Stroke among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Health Outcomes,Crude prevalence,11.9,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,8.8,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,70.4,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,60.6,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,74.1,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,66.4,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,28.6,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,30.8,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,68.4,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,74.7,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-379,OR,Oregon,Bend,BRFSS,Prevention,Crude prevalence,84.9,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-379,OR,Oregon,Bend,BRFSS,Unhealthy Behaviors,Crude prevalence,21,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Unhealthy Behaviors,Crude prevalence,15.2,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Unhealthy Behaviors,Crude prevalence,14.1,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Unhealthy Behaviors,Crude prevalence,26,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-379,OR,Oregon,Bend,BRFSS,Unhealthy Behaviors,Crude prevalence,29.7,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,23.3,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,24,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,6.3,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,10.3,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,5.6,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,6.2,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,7.8,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,34.1,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,2.7,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,13.5,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,11.5,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,2.8,STROKE,Stroke,Stroke among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Health Outcomes,Crude prevalence,12.5,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,10.6,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,70.3,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,62,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,66.8,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,64.4,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,30.4,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,32.4,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,70.7,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,77.7,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-380,OR,Oregon,Eugene,BRFSS,Prevention,Crude prevalence,82.1,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-380,OR,Oregon,Eugene,BRFSS,Unhealthy Behaviors,Crude prevalence,18.8,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Unhealthy Behaviors,Crude prevalence,16.9,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Unhealthy Behaviors,Crude prevalence,16.3,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Unhealthy Behaviors,Crude prevalence,25.6,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-380,OR,Oregon,Eugene,BRFSS,Unhealthy Behaviors,Crude prevalence,29.9,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,22.4,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,27.1,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,6.1,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,10.3,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,6,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,6.7,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,9.1,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,36.1,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,2.9,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,14.2,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,12.7,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,3.1,STROKE,Stroke,Stroke among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Health Outcomes,Crude prevalence,17.1,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,13.9,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,71,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,60,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,68.2,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,64.1,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,33.4,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,26.4,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,64.6,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,73,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-381,OR,Oregon,Gresham,BRFSS,Prevention,Crude prevalence,80.5,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-381,OR,Oregon,Gresham,BRFSS,Unhealthy Behaviors,Crude prevalence,19,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Unhealthy Behaviors,Crude prevalence,20.4,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Unhealthy Behaviors,Crude prevalence,18.1,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Unhealthy Behaviors,Crude prevalence,25.2,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-381,OR,Oregon,Gresham,BRFSS,Unhealthy Behaviors,Crude prevalence,32.4,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,19.4,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,22.6,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,5.1,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,9.7,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,4.3,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,4.8,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,6.8,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,31.6,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,2.2,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,12.3,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,10.2,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,2.2,STROKE,Stroke,Stroke among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Health Outcomes,Crude prevalence,12.2,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,12.6,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,66.1,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,60.5,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,69.9,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,65.1,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,33,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,31.9,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,67.2,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,75.4,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Prevention,Crude prevalence,81.9,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Unhealthy Behaviors,Crude prevalence,20.3,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Unhealthy Behaviors,Crude prevalence,16,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Unhealthy Behaviors,Crude prevalence,15.1,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Unhealthy Behaviors,Crude prevalence,29.2,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-382,OR,Oregon,Hillsboro,BRFSS,Unhealthy Behaviors,Crude prevalence,32.1,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,27.6,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,30.4,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,7.4,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,10.9,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,7.5,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,8.1,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,10.3,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,38.6,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,3.3,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,14.4,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,13.8,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,3.8,STROKE,Stroke,Stroke among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Health Outcomes,Crude prevalence,15.9,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,13.2,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,73.5,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,63.3,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,70.1,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,63.5,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,32.9,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-383,OR,Oregon,Medford,BRFSS,Prevention,Crude prevalence,28.6,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
